#,P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
640,0.77,49,0.00,0.00,0.0000
641,0.77,50,0.00,0.00,0.0000
642,0.78,32,0.00,0.00,0.0000
643,0.78,33,0.00,0.00,0.0000
644,0.78,34,0.00,0.00,0.0000
645,0.78,35,0.00,0.00,0.0000
646,0.78,36,0.00,0.00,0.0000
647,0.78,37,0.00,0.00,0.0000
648,0.78,38,0.00,0.00,0.0000
649,0.78,39,0.00,0.00,0.0000
650,0.78,40,0.00,0.00,0.0000
651,0.78,41,0.00,0.00,0.0000
652,0.78,42,0.00,0.00,0.0000
653,0.78,43,0.00,0.00,0.0000
654,0.78,44,0.00,0.00,0.0000
655,0.78,45,0.00,0.00,0.0000
656,0.78,46,0.00,0.00,0.0000
657,0.78,47,0.00,0.00,0.0000
658,0.78,48,0.00,0.00,0.0000
659,0.78,49,0.00,0.00,0.0000
660,0.78,50,0.00,0.00,0.0000
661,0.79,32,0.00,0.00,0.0000
662,0.79,33,0.00,0.00,0.0000
663,0.79,34,0.00,0.00,0.0000
664,0.79,35,0.00,0.00,0.0000
665,0.79,36,0.00,0.00,0.0000
666,0.79,37,0.00,0.00,0.0000
667,0.79,38,0.00,0.00,0.0000
668,0.79,39,0.00,0.00,0.0000
669,0.79,40,0.00,0.00,0.0000
670,0.79,41,0.00,0.00,0.0000
671,0.79,42,0.00,0.00,0.0000
672,0.79,43,0.00,0.00,0.0000
673,0.79,44,0.00,0.00,0.0000
674,0.79,45,0.00,0.00,0.0000
675,0.79,46,0.00,0.00,0.0000
676,0.79,47,0.00,0.00,0.0000
677,0.79,48,0.00,0.00,0.0000
678,0.79,49,0.00,0.00,0.0000
679,0.79,50,0.00,0.00,0.0000
680,0.8,32,0.00,0.00,0.0000
681,0.8,33,0.00,0.00,0.0000
682,0.8,34,0.00,0.00,0.0000
683,0.8,35,0.00,0.00,0.0000
684,0.8,36,0.00,0.00,0.0000
685,0.8,37,0.00,0.00,0.0000
686,0.8,38,0.00,0.00,0.0000
687,0.8,39,0.00,0.00,0.0000
688,0.8,40,0.00,0.00,0.0000
689,0.8,41,0.00,0.00,0.0000
690,0.8,42,0.00,0.00,0.0000
691,0.8,43,0.00,0.00,0.0000
692,0.8,44,0.00,0.00,0.0000
693,0.8,45,0.00,0.00,0.0000
694,0.8,46,0.00,0.00,0.0000
695,0.8,47,0.00,0.00,0.0000
696,0.8,48,0.00,0.00,0.0000
697,0.8,49,0.00,0.00,0.0000
698,0.8,50,0.00,0.00,0.0000
699,0.81,31,0.00,0.00,0.0000
700,0.81,32,0.00,0.00,0.0000
701,0.81,33,0.00,0.00,0.0000
702,0.81,34,0.00,0.00,0.0000
703,0.81,35,0.00,0.00,0.0000
704,0.81,36,0.00,0.00,0.0000
705,0.81,37,0.00,0.00,0.0000
706,0.81,38,0.00,0.00,0.0000
707,0.81,39,0.00,0.00,0.0000
708,0.81,40,0.00,0.00,0.0000
709,0.81,41,0.00,0.00,0.0000
710,0.81,42,0.00,0.00,0.0000
711,0.81,43,0.00,0.00,0.0000
712,0.81,44,0.00,0.00,0.0000
713,0.81,45,0.00,0.00,0.0000
714,0.81,46,0.00,0.00,0.0000
715,0.81,47,0.00,0.00,0.0000
716,0.81,48,0.00,0.00,0.0000
717,0.81,49,0.00,0.00,0.0000
718,0.81,50,0.00,0.00,0.0000
719,0.82,31,0.00,0.00,0.0000
720,0.82,32,0.00,0.00,0.0000
721,0.82,33,0.00,0.00,0.0000
722,0.82,34,0.00,0.00,0.0000
723,0.82,35,0.00,0.00,0.0000
724,0.82,36,0.00,0.00,0.0000
725,0.82,37,0.00,0.00,0.0000
726,0.82,38,0.00,0.00,0.0000
727,0.82,39,0.00,0.00,0.0000
728,0.82,40,0.00,0.00,0.0000
729,0.82,41,0.00,0.00,0.0000
730,0.82,42,0.00,0.00,0.0000
731,0.82,43,0.00,0.00,0.0000
732,0.82,44,0.00,0.00,0.0000
733,0.82,45,0.00,0.00,0.0000
734,0.82,46,0.00,0.00,0.0000
735,0.82,47,0.00,0.00,0.0000
736,0.82,48,0.00,0.00,0.0000
737,0.82,49,0.00,0.00,0.0000
738,0.82,50,0.00,0.00,0.0000
739,0.83,31,0.00,0.00,0.0000
740,0.83,32,0.00,0.00,0.0000
741,0.83,33,0.00,0.00,0.0000
742,0.83,34,0.00,0.00,0.0000
743,0.83,35,0.00,0.00,0.0000
744,0.83,36,0.00,0.00,0.0000
745,0.83,37,0.00,0.00,0.0000
746,0.83,38,0.00,0.00,0.0000
747,0.83,39,0.00,0.00,0.0000
748,0.83,40,0.00,0.00,0.0000
749,0.83,41,0.00,0.00,0.0000
750,0.83,42,0.00,0.00,0.0000
751,0.83,43,0.00,0.00,0.0000
752,0.83,44,0.00,0.00,0.0000
753,0.83,45,0.00,0.00,0.0000
754,0.83,46,0.00,0.00,0.0000
755,0.83,47,0.00,0.00,0.0000
756,0.83,48,0.00,0.00,0.0000
757,0.83,49,0.00,0.00,0.0000
758,0.83,50,0.00,0.00,0.0000
759,0.84,31,0.00,0.00,0.0000
760,0.84,32,0.00,0.00,0.0000
761,0.84,33,0.00,0.00,0.0000
762,0.84,34,0.00,0.00,0.0000
763,0.84,35,0.00,0.00,0.0000
764,0.84,36,0.00,0.00,0.0000
765,0.84,37,0.00,0.00,0.0000
766,0.84,38,0.00,0.00,0.0000
767,0.84,39,0.00,0.00,0.0000
768,0.84,40,0.00,0.00,0.0000
769,0.84,41,0.00,0.00,0.0000
770,0.84,42,0.00,0.00,0.0000
771,0.84,43,0.00,0.00,0.0000
772,0.84,44,0.00,0.00,0.0000
773,0.84,45,0.00,0.00,0.0000
774,0.84,46,0.00,0.00,0.0000
775,0.84,47,0.00,0.00,0.0000
776,0.84,48,0.00,0.00,0.0000
777,0.84,49,0.00,0.00,0.0000
778,0.84,50,0.00,0.00,0.0000
779,0.85,31,0.00,0.00,0.0000
780,0.85,32,0.00,0.00,0.0000
781,0.85,33,0.00,0.00,0.0000
782,0.85,34,0.00,0.00,0.0000
783,0.85,35,0.00,0.00,0.0000
784,0.85,36,0.00,0.00,0.0000
785,0.85,37,0.00,0.00,0.0000
786,0.85,38,0.00,0.00,0.0000
787,0.85,39,0.00,0.00,0.0000
788,0.85,40,0.00,0.00,0.0000
789,0.85,41,0.00,0.00,0.0000
790,0.85,42,0.00,0.00,0.0000
791,0.85,43,0.00,0.00,0.0000
792,0.85,44,0.00,0.00,0.0000
793,0.85,45,0.00,0.00,0.0000
794,0.85,46,0.00,0.00,0.0000
795,0.85,47,0.00,0.00,0.0000
796,0.85,48,0.00,0.00,0.0000
797,0.85,49,0.00,0.00,0.0000
798,0.85,50,0.00,0.00,0.0000
799,0.86,31,0.00,0.00,0.0000
800,0.86,32,0.00,0.00,0.0000
801,0.86,33,0.00,0.00,0.0000
802,0.86,34,0.00,0.00,0.0000
803,0.86,35,0.00,0.00,0.0000
804,0.86,36,0.00,0.00,0.0000
805,0.86,37,0.00,0.00,0.0000
806,0.86,38,0.00,0.00,0.0000
807,0.86,39,0.00,0.00,0.0000
808,0.86,40,0.00,0.00,0.0000
809,0.86,41,0.00,0.00,0.0000
810,0.86,42,0.00,0.00,0.0000
811,0.86,43,0.00,0.00,0.0000
812,0.86,44,0.00,0.00,0.0000
813,0.86,45,0.00,0.00,0.0000
814,0.86,46,0.00,0.00,0.0000
815,0.86,47,0.00,0.00,0.0000
816,0.86,48,0.00,0.00,0.0000
817,0.86,49,0.00,0.00,0.0000
818,0.86,50,0.00,0.00,0.0000
819,0.87,31,0.00,0.00,0.0000
820,0.87,32,0.00,0.00,0.0000
821,0.87,33,0.00,0.00,0.0000
822,0.87,34,0.00,0.00,0.0000
823,0.87,35,0.00,0.00,0.0000
824,0.87,36,0.00,0.00,0.0000
825,0.87,37,0.00,0.00,0.0000
826,0.87,38,0.00,0.00,0.0000
827,0.87,39,0.00,0.00,0.0000
828,0.87,40,0.00,0.00,0.0000
829,0.87,41,0.00,0.00,0.0000
830,0.87,42,0.00,0.00,0.0000
831,0.87,43,0.00,0.00,0.0000
832,0.87,44,0.00,0.00,0.0000
833,0.87,45,0.00,0.00,0.0000
834,0.87,46,0.00,0.00,0.0000
835,0.87,47,0.00,0.00,0.0000
836,0.87,48,0.00,0.00,0.0000
837,0.87,49,0.00,0.00,0.0000
838,0.87,50,0.00,0.00,0.0000
839,0.88,29,0.00,0.00,0.0000
840,0.88,30,0.00,0.00,0.0000
841,0.88,31,0.00,0.00,0.0000
842,0.88,32,0.00,0.00,0.0000
843,0.88,33,0.00,0.00,0.0000
844,0.88,34,0.00,0.00,0.0000
845,0.88,35,0.00,0.00,0.0000
846,0.88,36,0.00,0.00,0.0000
847,0.88,37,0.00,0.00,0.0000
848,0.88,38,0.00,0.00,0.0000
849,0.88,39,0.00,0.00,0.0000
850,0.88,40,0.00,0.00,0.0000
851,0.88,41,0.00,0.00,0.0000
852,0.88,42,0.00,0.00,0.0000
853,0.88,43,0.00,0.00,0.0000
854,0.88,44,0.00,0.00,0.0000
855,0.88,45,0.00,0.00,0.0000
856,0.88,46,0.00,0.00,0.0000
857,0.88,47,0.00,0.00,0.0000
858,0.88,48,0.00,0.00,0.0000
859,0.88,49,0.00,0.00,0.0000
860,0.88,50,0.00,0.00,0.0000
861,0.89,29,0.00,0.00,0.0000
862,0.89,30,0.00,0.00,0.0000
863,0.89,31,0.00,0.00,0.0000
864,0.89,32,0.00,0.00,0.0000
865,0.89,33,0.00,0.00,0.0000
866,0.89,34,0.00,0.00,0.0000
867,0.89,35,0.00,0.00,0.0000
868,0.89,36,0.00,0.00,0.0000
869,0.89,37,0.00,0.00,0.0000
870,0.89,38,0.00,0.00,0.0000
871,0.89,39,0.00,0.00,0.0000
872,0.89,40,0.00,0.00,0.0000
873,0.89,41,0.00,0.00,0.0000
874,0.89,42,0.00,0.00,0.0000
875,0.89,43,0.00,0.00,0.0000
876,0.89,44,0.00,0.00,0.0000
877,0.89,45,0.00,0.00,0.0000
878,0.89,46,0.00,0.00,0.0000
879,0.89,47,0.00,0.00,0.0000
880,0.89,48,0.00,0.00,0.0000
881,0.89,49,0.00,0.00,0.0000
882,0.89,50,0.00,0.00,0.0000
883,0.9,29,0.00,0.00,0.0000
884,0.9,30,0.00,0.00,0.0000
885,0.9,31,0.00,0.00,0.0000
886,0.9,32,0.00,0.00,0.0000
887,0.9,33,0.00,0.00,0.0000
888,0.9,34,0.00,0.00,0.0000
889,0.9,35,0.00,0.00,0.0000
890,0.9,36,0.00,0.00,0.0000
891,0.9,37,0.00,0.00,0.0000
892,0.9,38,0.00,0.00,0.0000
893,0.9,39,0.00,0.00,0.0000
894,0.9,40,0.00,0.00,0.0000
895,0.9,41,0.00,0.00,0.0000
896,0.9,42,0.00,0.00,0.0000
897,0.9,43,0.00,0.00,0.0000
898,0.9,44,0.00,0.00,0.0000
899,0.9,45,0.00,0.00,0.0000
900,0.9,46,0.00,0.00,0.0000
901,0.9,47,0.00,0.00,0.0000
902,0.9,48,0.00,0.00,0.0000
903,0.9,49,0.00,0.00,0.0000
904,0.9,50,0.00,0.00,0.0000
905,0.91,29,0.00,0.00,0.0000
906,0.91,30,0.00,0.00,0.0000
907,0.91,31,0.00,0.00,0.0000
908,0.91,32,0.00,0.00,0.0000
909,0.91,33,0.00,0.00,0.0000
910,0.91,34,0.00,0.00,0.0000
911,0.91,35,0.00,0.00,0.0000
912,0.91,36,0.00,0.00,0.0000
913,0.91,37,0.00,0.00,0.0000
914,0.91,38,0.00,0.00,0.0000
915,0.91,39,0.00,0.00,0.0000
916,0.91,40,0.00,0.00,0.0000
917,0.91,41,0.00,0.00,0.0000
918,0.91,42,0.00,0.00,0.0000
919,0.91,43,0.00,0.00,0.0000
920,0.91,44,0.00,0.00,0.0000
921,0.91,45,0.00,0.00,0.0000
922,0.91,46,0.00,0.00,0.0000
923,0.91,47,0.00,0.00,0.0000
924,0.91,48,0.00,0.00,0.0000
925,0.91,49,0.00,0.00,0.0000
926,0.91,50,0.00,0.00,0.0000
927,0.92,29,0.00,0.00,0.0000
928,0.92,30,0.00,0.00,0.0000
929,0.92,31,0.00,0.00,0.0000
930,0.92,32,0.00,0.00,0.0000
931,0.92,33,0.00,0.00,0.0000
932,0.92,34,0.00,0.00,0.0000
933,0.92,35,0.00,0.00,0.0000
934,0.92,36,0.00,0.00,0.0000
935,0.92,37,0.00,0.00,0.0000
936,0.92,38,0.00,0.00,0.0000
937,0.92,39,0.00,0.00,0.0000
938,0.92,40,0.00,0.00,0.0000
939,0.92,41,0.00,0.00,0.0000
940,0.92,42,0.00,0.00,0.0000
941,0.92,43,0.00,0.00,0.0000
942,0.92,44,0.00,0.00,0.0000
943,0.92,45,0.00,0.00,0.0000
944,0.92,46,0.00,0.00,0.0000
945,0.92,47,0.00,0.00,0.0000
946,0.92,48,0.00,0.00,0.0000
947,0.92,49,0.00,0.00,0.0000
948,0.92,50,0.00,0.00,0.0000
949,0.93,29,0.00,0.00,0.0000
950,0.93,30,0.00,0.00,0.0000
951,0.93,31,0.00,0.00,0.0000
952,0.93,32,0.00,0.00,0.0000
953,0.93,33,0.00,0.00,0.0000
954,0.93,34,0.00,0.00,0.0000
955,0.93,35,0.00,0.00,0.0000
956,0.93,36,0.00,0.00,0.0000
957,0.93,37,0.00,0.00,0.0000
958,0.93,38,0.00,0.00,0.0000
959,0.93,39,0.00,0.00,0.0000
960,0.93,40,0.00,0.00,0.0000
961,0.93,41,0.00,0.00,0.0000
962,0.93,42,0.00,0.00,0.0000
963,0.93,43,0.00,0.00,0.0000
964,0.93,44,0.00,0.00,0.0000
965,0.93,45,0.00,0.00,0.0000
966,0.93,46,0.00,0.00,0.0000
967,0.93,47,0.00,0.00,0.0000
968,0.93,48,0.00,0.00,0.0000
969,0.93,49,0.00,0.00,0.0000
970,0.93,50,0.00,0.00,0.0000
971,0.94,29,0.00,0.00,0.0000
972,0.94,30,0.00,0.00,0.0000
973,0.94,31,0.00,0.00,0.0000
974,0.94,32,0.00,0.00,0.0000
975,0.94,33,0.00,0.00,0.0000
976,0.94,34,0.00,0.00,0.0000
977,0.94,35,0.00,0.00,0.0000
978,0.94,36,0.00,0.00,0.0000
979,0.94,37,0.00,0.00,0.0000
980,0.94,38,0.00,0.00,0.0000
981,0.94,39,0.00,0.00,0.0000
982,0.94,40,0.00,0.00,0.0000
983,0.94,41,0.00,0.00,0.0000
984,0.94,42,0.00,0.00,0.0000
985,0.94,43,0.00,0.00,0.0000
986,0.94,44,0.00,0.00,0.0000
987,0.94,45,0.00,0.00,0.0000
988,0.94,46,0.00,0.00,0.0000
989,0.94,47,0.00,0.00,0.0000
990,0.94,48,0.00,0.00,0.0000
991,0.94,49,0.00,0.00,0.0000
992,0.94,50,0.00,0.00,0.0000
993,0.95,24,0.00,0.00,0.0000
994,0.95,25,0.00,0.00,0.0000
995,0.95,26,0.00,0.00,0.0000
996,0.95,27,0.00,0.00,0.0000
997,0.95,28,0.00,0.00,0.0000
998,0.95,29,0.00,0.00,0.0000
999,0.95,30,0.00,0.00,0.0000
1000,0.95,31,0.00,0.00,0.0000
1001,0.95,32,0.00,0.00,0.0000
1002,0.95,33,0.00,0.00,0.0000
1003,0.95,34,0.00,0.00,0.0000
1004,0.95,35,0.00,0.00,0.0000
1005,0.95,36,0.00,0.00,0.0000
1006,0.95,37,0.00,0.00,0.0000
1007,0.95,38,0.00,0.00,0.0000
1008,0.95,39,0.00,0.00,0.0000
1009,0.95,40,0.00,0.00,0.0000
1010,0.95,41,0.00,0.00,0.0000
1011,0.95,42,0.00,0.00,0.0000
1012,0.95,43,0.00,0.00,0.0000
1013,0.95,44,0.00,0.00,0.0000
1014,0.95,45,0.00,0.00,0.0000
1015,0.95,46,0.00,0.00,0.0000
1016,0.95,47,0.00,0.00,0.0000
1017,0.95,48,0.00,0.00,0.0000
1018,0.95,49,0.00,0.00,0.0000
1019,0.95,50,0.00,0.00,0.0000
1020,0.96,24,0.00,0.00,0.0000
1021,0.96,25,0.00,0.00,0.0000
1022,0.96,26,0.00,0.00,0.0000
1023,0.96,27,0.00,0.00,0.0000
1024,0.96,28,0.00,0.00,0.0000
1025,0.96,29,0.00,0.00,0.0000
1026,0.96,30,0.00,0.00,0.0000
1027,0.96,31,0.00,0.00,0.0000
1028,0.96,32,0.00,0.00,0.0000
1029,0.96,33,0.00,0.00,0.0000
1030,0.96,34,0.00,0.00,0.0000
1031,0.96,35,0.00,0.00,0.0000
1032,0.96,36,0.00,0.00,0.0000
1033,0.96,37,0.00,0.00,0.0000
1034,0.96,38,0.00,0.00,0.0000
1035,0.96,39,0.00,0.00,0.0000
1036,0.96,40,0.00,0.00,0.0000
1037,0.96,41,0.00,0.00,0.0000
1038,0.96,42,0.00,0.00,0.0000
1039,0.96,43,0.00,0.00,0.0000
1040,0.96,44,0.00,0.00,0.0000
1041,0.96,45,0.00,0.00,0.0000
1042,0.96,46,0.00,0.00,0.0000
1043,0.96,47,0.00,0.00,0.0000
1044,0.96,48,0.00,0.00,0.0000
1045,0.96,49,0.00,0.00,0.0000
1046,0.96,50,0.00,0.00,0.0000
1047,0.97,24,0.00,0.00,0.0000
1048,0.97,25,0.00,0.00,0.0000
1049,0.97,26,0.00,0.00,0.0000
1050,0.97,27,0.00,0.00,0.0000
1051,0.97,28,0.00,0.00,0.0000
1052,0.97,29,0.00,0.00,0.0000
1053,0.97,30,0.00,0.00,0.0000
1054,0.97,31,0.00,0.00,0.0000
1055,0.97,32,0.00,0.00,0.0000
1056,0.97,33,0.00,0.00,0.0000
1057,0.97,34,0.00,0.00,0.0000
1058,0.97,35,0.00,0.00,0.0000
1059,0.97,36,0.00,0.00,0.0000
1060,0.97,37,0.00,0.00,0.0000
1061,0.97,38,0.00,0.00,0.0000
1062,0.97,39,0.00,0.00,0.0000
1063,0.97,40,0.00,0.00,0.0000
1064,0.97,41,0.00,0.00,0.0000
1065,0.97,42,0.00,0.00,0.0000
1066,0.97,43,0.00,0.00,0.0000
1067,0.97,44,0.00,0.00,0.0000
1068,0.97,45,0.00,0.00,0.0000
1069,0.97,46,0.00,0.00,0.0000
1070,0.97,47,0.00,0.00,0.0000
1071,0.97,48,0.00,0.00,0.0000
1072,0.97,49,0.00,0.00,0.0000
1073,0.97,50,0.00,0.00,0.0000
1074,0.98,24,0.00,0.00,0.0000
1075,0.98,25,0.00,0.00,0.0000
1076,0.98,26,0.00,0.00,0.0000
1077,0.98,27,0.00,0.00,0.0000
1078,0.98,28,0.00,0.00,0.0000
1079,0.98,29,0.00,0.00,0.0000
1080,0.98,30,0.00,0.00,0.0000
1081,0.98,31,0.00,0.00,0.0000
1082,0.98,32,0.00,0.00,0.0000
1083,0.98,33,0.00,0.00,0.0000
1084,0.98,34,0.00,0.00,0.0000
1085,0.98,35,0.00,0.00,0.0000
1086,0.98,36,0.00,0.00,0.0000
1087,0.98,37,0.00,0.00,0.0000
1088,0.98,38,0.00,0.00,0.0000
1089,0.98,39,0.00,0.00,0.0000
1090,0.98,40,0.00,0.00,0.0000
1091,0.98,41,0.00,0.00,0.0000
1092,0.98,42,0.00,0.00,0.0000
1093,0.98,43,0.00,0.00,0.0000
1094,0.98,44,0.00,0.00,0.0000
1095,0.98,45,0.00,0.00,0.0000
1096,0.98,46,0.00,0.00,0.0000
1097,0.98,47,0.00,0.00,0.0000
1098,0.98,48,0.00,0.00,0.0000
1099,0.98,49,0.00,0.00,0.0000
1100,0.98,50,0.00,0.00,0.0000
1101,0.99,24,0.00,0.00,0.0000
1102,0.99,25,0.00,0.00,0.0000
1103,0.99,26,0.00,0.00,0.0000
1104,0.99,27,0.00,0.00,0.0000
1105,0.99,28,0.00,0.00,0.0000
1106,0.99,29,0.00,0.00,0.0000
1107,0.99,30,0.00,0.00,0.0000
1108,0.99,31,0.00,0.00,0.0000
1109,0.99,32,0.00,0.00,0.0000
1110,0.99,33,0.00,0.00,0.0000
1111,0.99,34,0.00,0.00,0.0000
1112,0.99,35,0.00,0.00,0.0000
1113,0.99,36,0.00,0.00,0.0000
1114,0.99,37,0.00,0.00,0.0000
1115,0.99,38,0.00,0.00,0.0000
1116,0.99,39,0.00,0.00,0.0000
1117,0.99,40,0.00,0.00,0.0000
1118,0.99,41,0.00,0.00,0.0000
1119,0.99,42,0.00,0.00,0.0000
1120,0.99,43,0.00,0.00,0.0000
1121,0.99,44,0.00,0.00,0.0000
1122,0.99,45,0.00,0.00,0.0000
1123,0.99,46,0.00,0.00,0.0000
1124,0.99,47,0.00,0.00,0.0000
1125,0.99,48,0.00,0.00,0.0000
1126,0.99,49,0.00,0.00,0.0000
1127,0.99,50,0.00,0.00,0.0000
1128,1,24,0.00,0.00,0.0000
1129,1,25,0.00,0.00,0.0000
1130,1,26,0.00,0.00,0.0000
1131,1,27,0.00,0.00,0.0000
1132,1,28,0.00,0.00,0.0000
1133,1,29,0.00,0.00,0.0000
1134,1,30,0.00,0.00,0.0000
1135,1,31,0.00,0.00,0.0000
1136,1,32,0.00,0.00,0.0000
1137,1,33,0.00,0.00,0.0000
1138,1,34,0.00,0.00,0.0000
1139,1,35,0.00,0.00,0.0000
1140,1,36,0.00,0.00,0.0000
1141,1,37,0.00,0.00,0.0000
1142,1,38,0.00,0.00,0.0000
1143,1,39,0.00,0.00,0.0000
1144,1,40,0.00,0.00,0.0000
1145,1,41,0.00,0.00,0.0000
1146,1,42,0.00,0.00,0.0000
1147,1,43,0.00,0.00,0.0000
1148,1,44,0.00,0.00,0.0000
1149,1,45,0.00,0.00,0.0000
1150,1,46,0.00,0.00,0.0000
1151,1,47,0.00,0.00,0.0000
1152,1,48,0.00,0.00,0.0000
1153,1,49,0.00,0.00,0.0000
1154,1,50,0.00,0.00,0.0000
1155,1.01,24,0.00,0.00,0.0000
1156,1.01,25,0.00,0.00,0.0000
1157,1.01,26,0.00,0.00,0.0000
1158,1.01,27,0.00,0.00,0.0000
1159,1.01,28,0.00,0.00,0.0000
1160,1.01,29,0.00,0.00,0.0000
1161,1.01,30,0.00,0.00,0.0000
1162,1.01,31,0.00,0.00,0.0000
1163,1.01,32,0.00,0.00,0.0000
1164,1.01,33,0.00,0.00,0.0000
1165,1.01,34,0.00,0.00,0.0000
1166,1.01,35,0.00,0.00,0.0000
1167,1.01,36,0.00,0.00,0.0000
1168,1.01,37,0.00,0.00,0.0000
1169,1.01,38,0.00,0.00,0.0000
1170,1.01,39,0.00,0.00,0.0000
1171,1.01,40,0.00,0.00,0.0000
1172,1.01,41,0.00,0.00,0.0000
1173,1.01,42,0.00,0.00,0.0000
1174,1.01,43,0.00,0.00,0.0000
1175,1.01,44,0.00,0.00,0.0000
1176,1.01,45,0.00,0.00,0.0000
1177,1.01,46,0.00,0.00,0.0000
1178,1.01,47,0.00,0.00,0.0000
1179,1.01,48,0.00,0.00,0.0000
1180,1.01,49,0.00,0.00,0.0000
1181,1.01,50,0.00,0.00,0.0000
1182,1.02,24,0.00,0.00,0.0000
1183,1.02,25,0.00,0.00,0.0000
1184,1.02,26,0.00,0.00,0.0000
1185,1.02,27,0.00,0.00,0.0000
1186,1.02,28,0.00,0.00,0.0000
1187,1.02,29,0.00,0.00,0.0000
1188,1.02,30,0.00,0.00,0.0000
1189,1.02,31,0.00,0.00,0.0000
1190,1.02,32,0.00,0.00,0.0000
1191,1.02,33,0.00,0.00,0.0000
1192,1.02,34,0.00,0.00,0.0000
1193,1.02,35,0.00,0.00,0.0000
1194,1.02,36,0.00,0.00,0.0000
1195,1.02,37,0.00,0.00,0.0000
1196,1.02,38,0.00,0.00,0.0000
1197,1.02,39,0.00,0.00,0.0000
1198,1.02,40,0.00,0.00,0.0000
1199,1.02,41,0.00,0.00,0.0000
1200,1.02,42,0.00,0.00,0.0000
1201,1.02,43,0.00,0.00,0.0000
1202,1.02,44,0.00,0.00,0.0000
1203,1.02,45,0.00,0.00,0.0000
1204,1.02,46,0.00,0.00,0.0000
1205,1.02,47,0.00,0.00,0.0000
1206,1.02,48,0.00,0.00,0.0000
1207,1.02,49,0.00,0.00,0.0000
1208,1.02,50,0.00,0.00,0.0000
1209,1.03,9,0.00,0.00,0.0000
1210,1.03,10,0.00,0.00,0.0000
1211,1.03,11,0.00,0.00,0.0000
1212,1.03,12,0.00,0.00,0.0000
1213,1.03,13,0.00,0.00,0.0000
1214,1.03,14,0.00,0.00,0.0000
1215,1.03,15,0.00,0.00,0.0000
1216,1.03,16,0.00,0.00,0.0000
1217,1.03,17,0.00,0.00,0.0000
1218,1.03,18,0.00,0.00,0.0000
1219,1.03,19,0.00,0.00,0.0000
1220,1.03,20,0.00,0.00,0.0000
1221,1.03,21,0.00,0.00,0.0000
1222,1.03,22,0.00,0.00,0.0000
1223,1.03,23,0.00,0.00,0.0000
1224,1.03,24,0.00,0.00,0.0000
1225,1.03,25,0.00,0.00,0.0000
1226,1.03,26,0.00,0.00,0.0000
1227,1.03,27,0.00,0.00,0.0000
1228,1.03,28,0.00,0.00,0.0000
1229,1.03,29,0.00,0.00,0.0000
1230,1.03,30,0.00,0.00,0.0000
1231,1.03,31,0.00,0.00,0.0000
1232,1.03,32,0.00,0.00,0.0000
1233,1.03,33,0.00,0.00,0.0000
1234,1.03,34,0.00,0.00,0.0000
1235,1.03,35,0.00,0.00,0.0000
1236,1.03,36,0.00,0.00,0.0000
1237,1.03,37,0.00,0.00,0.0000
1238,1.03,38,0.00,0.00,0.0000
1239,1.03,39,0.00,0.00,0.0000
1240,1.03,40,0.00,0.00,0.0000
1241,1.03,41,0.00,0.00,0.0000
1242,1.03,42,0.00,0.00,0.0000
1243,1.03,43,0.00,0.00,0.0000
1244,1.03,44,0.00,0.00,0.0000
1245,1.03,45,0.00,0.00,0.0000
1246,1.03,46,0.00,0.00,0.0000
1247,1.03,47,0.00,0.00,0.0000
1248,1.03,48,0.00,0.00,0.0000
1249,1.03,49,0.00,0.00,0.0000
1250,1.03,50,0.00,0.00,0.0000
1251,1.04,9,0.00,0.00,0.0000
1252,1.04,10,0.00,0.00,0.0000
1253,1.04,11,0.00,0.00,0.0000
1254,1.04,12,0.00,0.00,0.0000
1255,1.04,13,0.00,0.00,0.0000
1256,1.04,14,0.00,0.00,0.0000
1257,1.04,15,0.00,0.00,0.0000
1258,1.04,16,0.00,0.00,0.0000
1259,1.04,17,0.00,0.00,0.0000
1260,1.04,18,0.00,0.00,0.0000
1261,1.04,19,0.00,0.00,0.0000
1262,1.04,20,0.00,0.00,0.0000
1263,1.04,21,0.00,0.00,0.0000
1264,1.04,22,0.00,0.00,0.0000
1265,1.04,23,0.00,0.00,0.0000
1266,1.04,24,0.00,0.00,0.0000
1267,1.04,25,0.00,0.00,0.0000
1268,1.04,26,0.00,0.00,0.0000
1269,1.04,27,0.00,0.00,0.0000
1270,1.04,28,0.00,0.00,0.0000
1271,1.04,29,0.00,0.00,0.0000
1272,1.04,30,0.00,0.00,0.0000
1273,1.04,31,0.00,0.00,0.0000
1274,1.04,32,0.00,0.00,0.0000
1275,1.04,33,0.00,0.00,0.0000
1276,1.04,34,0.00,0.00,0.0000
1277,1.04,35,0.00,0.00,0.0000
1278,1.04,36,0.00,0.00,0.0000
1279,1.04,37,0.00,0.00,0.0000
1280,1.04,38,0.00,0.00,0.0000
1281,1.04,39,0.00,0.00,0.0000
1282,1.04,40,0.00,0.00,0.0000
1283,1.04,41,0.00,0.00,0.0000
1284,1.04,42,0.00,0.00,0.0000
1285,1.04,43,0.00,0.00,0.0000
1286,1.04,44,0.00,0.00,0.0000
1287,1.04,45,0.00,0.00,0.0000
1288,1.04,46,0.00,0.00,0.0000
1289,1.04,47,0.00,0.00,0.0000
1290,1.04,48,0.00,0.00,0.0000
1291,1.04,49,0.00,0.00,0.0000
1292,1.04,50,0.00,0.00,0.0000
